messages,target
partners in pu$$!,1
partners in pu$$y,1
partners in pus$!,1
party bus h*es,1
party bus h0es,1
party bus hoes,1
pass the pu$$!,1
pass the pu$$y,1
passion,0
passion,0
passion,0
passion,0
passion,0
pasta,0
"Pathetic cunt , hoe, whore, bastard, bitch and what not.",1
payo,1
peace,0
peace,0
pearlnecklace,1
peck,1
pecker,1
peckerwood,1
pedobear,1
pedophile,1
pee,1
peehole,1
pee-pee,1
peepshow,1
peepshpw,1
pegging,1
pen in a$$,1
pen in a$s,1
pencil in a$$,1
pencil in a$s,1
pendy,1
penetration,1
peni5,1
penile,1
penis,1
penises,1
penthouse,1
people are a$$holes,1
people are a**holes,1
people living in a big city tend to lack exercise.,0
perfect a$$,1
perfect a**,1
perfect b!tch,1
perfect c*m ,1
perfect di*k ,1
perfect pu$$y ,1
perfect pu**y,1
perfect timing!,0
performance,0
performance,0
performance,0
performance,0
period,1
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perspective,0
perv,1
petrol from a$$,1
petrol from a$s,1
philanthropy,0
philanthropy,0
philosophy,0
philosophy,0
philosophy,0
philosophy,0
phone sex,1
phonesex,1
photo,0
photography,0
photography,0
photography,0
photography,0
phuk,1
phuked,1
phuking,1
phukked,1
phukking,1
phungky,1
phuq,1
pi** off,1
pi55,1
picaninny,1
piccaninny,1
pickaninny,1
piece of sh*t is fu*king awesome ,1
piece of shit,1
pikachu used foot massage.,0
piker,1
pikey,1
piky,1
pimp,1
pimped,1
pimper,1
pimpjuic,1
pimpjuice,1
pimpsimp,1
pindick,1
pink pu$$! girl russian,1
pink pu$$y girl russian,1
piss,1
piss pig,1
pissed,1
pisser,1
pisses ,1
pisses me off so much when brett screams fag or w*ore out the window at people,1
pisses me off so much when brett screams fag or whorâ‚¬ out the window at people,1
pisses me off so much when brett screams fag or whore out the window at people,1
pisshead,1
pissin ,1
pissing,1
pissoff ,1
pisspig,1
pistol,1
pixie,1
pixy,1
plan to have sâ‚¬ã—,1
planet,0
planet,0
planning a road trip with friends. can't wait for the adventure!,0
plant-based diets and their health benefits,0
platform,0
play with a di*k,1
play with a di*ks,1
play with that a**,1
play with that c*nt,1
play with that co*k ,1
play with that di*k ,1
play with that di*k ,1
play with that n**ga ,1
play with that pu**y ,1
play with that pu**y ,1
playboy,1
playgirl,1
playlist,0
playlist,0
"please, take pity on me!",0
pleasure chest,1
plot,0
plot,0
po*n,1
po*n is a pu**y ,1
po*n is killing ,1
po*n is ruling ,1
pocha,1
pocho,1
pocketpool,1
podcast,0
poetry,0
poetry,0
poetry,0
poetry,0
poetry on the sâ‚¬x,1
pohm,1
point,0
point,0
polack,1
pole smoker,1
police should interfere,0
pom,1
pommie,1
pommy,1
ponyplay,1
poo,1
poof,1
poon,1
poontang,1
poop,1
poop chute,1
poopchute,1
pooper,1
pooperscooper,1
pooping,1
poor d!!k,1
poor d!â©k,1
poor d!ck,1
poor pu$$!,1
poor pu$$y,1
poor pu$s!,1
poorwhitetrash,1
popimp,1
popular,0
popularity,0
porchmonkey,1
porn,1
porn,1
Porn is one of the most rapidly growing industry.,1
Porn rhymes with corn.,1
porn stars are 100% acceptable bro. im was talking about these air mattress hoes....lol,1
porn video,1
pornflick,1
pornking,1
porno,1
pornography,1
pornprincess,1
positive,0
positive,0
positive,0
positivity,0
positivity,0
positivity,0
positivity,0
post,0
post,0
pot,0
poverty,0
prayer,0
prayer,0
praying for india's healing and recovery from this unfortunate incident.,0
premature,0
president have a dick,1
pretty m*****f***** pull up in this bitch like,1
pretty m0therfucker pull up in this bitch like,1
pretty mother****** pull up in this bitch like,1
pretty motherfucker pull up in this bitch like,1
pric,0
prick,1
prickhead,1
primetime,1
prince albert piercing,1
prince in a$$,1
prince in a$s,1
private a$$,1
private a$s,1
privately made a$s,1
problem will not solve by just crying,0
process,0
production,0
productivity,0
productivity,0
profile,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
progress,0
project,0
project,0
promote,0
prompting a story or anecdote,0
propaganda,1
property is government.,0
pros,1
prostitute,1
protestant,1
psychology,0
pthc,1
pu$$!,1
pu$$! bird,1
pu$$! hairs matters,1
pu$$! in coconut ,1
pu$$! in the very big black hole,1
pu$$! like cat,1
pu$$! like her ,1
pu$$! like pitch,1
pu$$! lovers ,1
pu$$! sport,1
pu$$y,1
pu$$y,1
pu$$y,1
pu$$y and n**ga ,1
pu$$y are great,1
pu$$y bird,1
pu$$y hairs matters,1
pu$$y in a d!c!,1
pu$$y in a d!ck,1
pu$$y in coconut ,1
pu$$y in the very big black hole,1
pu$$y is a powerful drug,1
pu$$y is best,1
pu$$y is for kings,1
pu$$y like cat,1
pu$$y like her ,1
pu$$y like pitch,1
pu$$y lovers ,1
pu$$y smells good,1
pu$$y sport,1
pu$$y tastes great,1
pu$$y! bread ,1
pu$$ys bread ,1
pu$s! bird,1
pu$s! like her ,1
pu$s! sport,1
pu$sy! bread ,1
pu**y,1
pu**y,1
pu**y and di*k,1
pu**y are great,1
pu**y don't lie ,1
pu**y is a powerful drug,1
pu**y is hairy ,1
pu**y smells good,1
pu**y smells like flower,1
pu**y tastes great ,1
pu55i,1
pu55y,1
pube,1
pubes,1
pubic,1
pubiclice,1
pud,1
pudboy,1
pudd,1
puddboy,1
puke,1
puntang,1
purinapricness,1
pursuing,0
pursuing a minor in psychology,0
pus$! in coconut ,1
pus$! like pitch,1
pus$! lovers ,1
puss,1
pussie,1
pussies,1
pussy,1
pussy,1
pussy,1
pussy is a powerful drug,1
pussycat,1
pussyeater,1
pussyfucker,1
pussylicker,1
pussylips,1
pussylover,1
pussypounder,1
pusy,1
put some bullets in that b**tards asshole,1
put some bullets in that b@st@rds asshole,1
put some bullets in that ba$tards asshole,1
put some bullets in that bastards asshole,1
put those fingers in that pu$$y.,1
put those fingers in that pu**y.,1
put those fingers in that pussy.,1
quality,0
quashie,1
queaf,1
queef,1
queen size pu$$!,1
queen size pu$$y,1
queen size pu$s!,1
queer,1
question,0
question,0
question,0
question,0
question,0
question,0
question,0
quick d!â¢k,1
quick d!â©k,1
quick d!ck,1
quickie,1
quim,1
ra8s,1
raâ©ist people ,1
rabbi,1
racial,1
racist,1
radical,1
radicals,1
raghead,1
raging boner,1
randy,1
rape,1
rape,1
raped,1
raped,1
raper,1
raping,1
rapist,1
rats d!â¢k,1
rats d!â©k,1
rats d!ck,1
reached a new high score!,0
ready for fun?,0
ready to be entertained by this new reality show.,0
ready to conquer all challenges!,0
ready to roll?,0
"reality shows are my guilty pleasure, and i can't resist this one.",0
really tired of f**king everyday.,1
really tired of fuâ©king everyday.,1
really tired of fucking everyday.,1
rearend,1
rearentry,1
recipe,0
recipe,0
recipe,0
rectum,1
red head fu*k ,1
redlight,1
redneck,1
reefer,1
reestie,1
reflecting on the beauty of a sunrise. a new day brings hope and possibility.,0
reflecting on the beauty of a sunrise. a new day offers new opportunities.,0
reflecting on the beauty of a sunset. grateful for the wonders of nature.,0
reflecting on the beauty of a sunset. nature's masterpiece never ceases to amaze.,0
reflecting on the past and setting intentions for the future. growth is continuous.,0
reflecting on the past year and the lessons it brought. growth is continuous.,0
reflecting on the power of gratitude and its impact on happiness.,0
reflecting on the power of gratitude to shift our perspective and find happiness in the little things.,0
reflecting on the power of gratitude to shift our perspective.,0
reflecting on the power of gratitude to transform our outlook on life.,0
reflecting on the power of gratitude. there's so much to be thankful for.,0
reflecting on the simple joys that brighten everyday life.,0
reflecting on the week and setting some goals for the next one. what are your goals?,0
reflection,0
reflection,0
reflection,0
reflection,0
refugee,1
regulations,0
reject,1
relationship,0
relationship,0
relationship,0
relationship,0
relative,0
relative,0
relaxation,0
relaxation,0
relaxation,0
relaxation,0
religion,0
religion,0
remains,1
remember to take breaks and prioritize self-care. your well-being matters.,0
rentafuck,1
republican,1
rere,1
research,0
research,0
research,0
research,0
resilience,0
resilience,0
resilient,0
resolution,0
resolution,0
resource,0
respect,0
respect,0
respect,0
respect,0
restaurant,0
retard,1
retarded,1
reverse cowgirl,1
review,0
review,0
rewatching this anime for the tenth time. it never gets old!,0
ribbed,1
rigger,1
right,0
rights,0
rights,0
rimjob,1
rimming,1
ritual,0
ritual,0
roach,1
robber,1
rolling in the pu$$y ,1
rolling on sâ‚¬x,1
romance,0
romance,0
romance,0
romance,0
rosy palm,1
rosy palm and her 5 sisters,1
round a$$,1
round a**,1
round pu$$!,1
round pu$$y,1
round pu$s!,1
roundeye,1
routine,0
routine,0
royal a$$,1
royal a$s,1
rub my cu*t,1
rump,1
russian girl pink pu$$!,1
russian girl pink pu$$y,1
russki,1
russkie,1
rusty trombone,1
s!ut,1
s&m,1
s*ut,1
s*x,1
s*x with you at home,1
s*xy lad with hot soles and arches.,1
s*xy scally lad.,1
sâ‚¬ã— during the sleep,1
sâ‚¬ã— for money is like heaven ,1
sâ‚¬ã— on mountain,1
sâ‚¬ã— on tree ,1
sâ‚¬ã— underground ,1
sâ‚¬ã—â¥ girls,1
sâ‚¬ã—â¥ player ,1
sâ‚¬x,1
sâ‚¬x in cold ,1
sâ‚¬x is hot,1
sâ‚¬xâ¥ girls,1
sâ‚¬xy d!ck,1
sâ‚¬xy girls,1
sâ‚¬xy lad with hot soles and arches.,1
sâ‚¬xy scally lad.,1
sad,0
Sad bitches are easy to manipulate.,1
sad pu$$!,1
sad pu$$y,1
sad pu$s!,1
sad sad a$$,1
sad sad a$s,1
sadis,1
sadism,1
sadom,1
safety,0
samckdaddy,1
same here!,0
sandm,1
sandnigger,1
sarah will throw a big party with a lot of music.,0
satan,1
scag,1
scallywag,1
scat,1
scenic,0
scent,0
schlong,1
school,0
school,0
school,0
school,0
science,0
science,0
science,0
science,0
scissoring,1
screen,0
screen,0
screw,1
screwyou,1
script,0
script,0
scroll,0
scrotum,1
scum,1
see that's pu$$y ,1
see you soon,0
seeing this space photo makes me dream of interstellar travel.,0
seeking advice or recommendations for navigating the platform,0
self-care,0
self-care,0
self-care,0
self-care,0
sell pu$$!,1
sell pu$$y,1
sell pu$s!,1
semen,1
seminar,0
"send all the fucking muzzies home, now doj come and get me m*****f*****s",1
"send all the fucking muzzies home, now doj come and get me m0therfuckers",1
"send all the fucking muzzies home, now doj come and get me mother******s",1
"send all the fucking muzzies home, now doj come and get me motherfuckers",1
send me some n*de,1
send me some nudes,1
send me your naked pictures please,1
send your n*de photo,1
send your nude photo,1
send your photo ,0
sending healing vibes and support to india during this difficult period.,0
sending love and condolences to india and all those affected by this incident.,0
sending love and positive vibes to all my friends. you are appreciated!,0
sending love and positivity to all my followers. your support means a lot.,0
sending love and support to anyone going through a tough time. you are resilient!,0
sending positive vibes to all my followers. let's embrace the day.,0
sending positive vibes your way!,0
sending support and love to india. you are not alone in this grief.,0
sending virtual high fives to all my friends for their accomplishments.,0
sending virtual high fives to anyone facing challenges with determination. you've got this!,0
sending virtual high fives to anyone overcoming challenges. you're doing great!,0
"sending virtual high fives to anyone pushing through challenges. keep going, you're capable!",0
sending virtual high fives to anyone pushing through challenges. you're stronger than you know.,0
sending virtual high fives to anyone who needs encouragement. you've got this!,0
"sending virtual hugs to anyone feeling down. remember, brighter days are ahead.",0
sending virtual hugs to anyone feeling down. you are not alone in this journey.,0
sending virtual hugs to anyone feeling lonely. you are cared for and valued.,0
sending virtual hugs to anyone feeling overwhelmed. you're stronger than you know.,0
sending virtual hugs to anyone going through a tough time. you're not alone in this journey.,0
sending virtual hugs to anyone who needs it. you're not alone.,0
sending virtual hugs to anyone who needs them. you're not alone.,0
sending virtual hugs to everyone in india affected by this tragic incident. you're not alone.,0
sending you all the positive vibes! keep shining!,0
seppo,1
series,0
series,0
seriously a$$,1
seriously a$s,1
servant,1
sex,1
sex,1
Sex and fuck are all the same.,1
Sex is the ultimate pleasure of life.,1
Sex is the ultimate pleasure of life.,1
sex with you at home,1
sexed,1
sexfarm,1
sexhound,1
sexhouse,1
sexing,1
sexkitten,1
sexo,1
sexpot,1
sexslave,1
sextogo,1
sextoy,1
sextoys,1
sexual,1
sexually,1
sexwhore,1
sexy,1
sexy lad with hot soles and arches.,1
sexy scally lad.,1
sexymoma,1
sexy-slim,1
sh*t,1
sh*t fu*king pu$$y ,1
sh*t he is c*mming,1
sh*t hole,1
sh*t holes,1
sh*t is classic ,1
sh*t is dead,1
sh*t is heavy,1
sh*t is real,1
sh*t is real,1
sh*t it's her,1
sh*t it's her ,1
sh*t mother fu*king luck,1
sh*t that's her,1
sh*t that's president ,1
shag,1
shaggin,1
shagging,1
shake my d!â¢k,1
shake my d!â©k,1
shake my d!ck,1
shake that bear ... aka two rednecks having s*x on a dead bea,1
shake that bear ... aka two rednecks having sâ‚¬x on a dead bea,1
shake that bear ... aka two rednecks having sex on a dead bea,1
share,0
share,0
share,0
share,0
shareable,0
shareable,0
sharing this meme with my entire family. they'll love it!,0
sharing this meme with my work buddies. they'll appreciate it!,0
shat,1
shav,1
shaved beaver,1
shaved pu$$y ,1
shaved pussy,1
shawtypimp,1
"she bought a massive pack of toilet paper from costco, which lasted her three months.",0
she bought him a camera that was too clunky to fit in his shirt pocket.,0
she cut out stars and taped them all over her dress.,0
"she didn't drink, but she didn't want people to realize that, so she ordered a ginger ale at the bar.",0
she dissed my mother.,0
"she edited the photo to make herself look more green, because she liked the color green.",0
she fucked him and left,1
she gives a best blowjob,1
she got bent out of shape.,0
she had a dice with over twenty sides.,0
she had a variety of masks.,0
she had frozen pizza every night for dinner for a week.,0
she has a big pu$$!,1
she has a big pu$$y,1
she has a di*k ,1
"she hated the color pink, even though she had loved it as a child.",0
she is a â¢unâ„¢,1
she is a â¢unt,1
she is a â©unt,1
she is a b!tâ¢h,1
she is a b!tch,1
she is a ba$tard,1
she is a bâ‚¹tch,1
she is a bitâ©h,1
she is a very smart girl.,0
she is a wh#râ‚¬,1
she is a wh#re,1
she is a wh@re,1
she is an a$$,1
she is an a**,1
she is dumbass,1
she is fu*king ,1
"she is fucked up, she will regret everything",1
she is mean but so pretty.,0
she is my girlfriend,0
she is my younger sister.,0
she is pu$$y,1
she is pu**y,1
she is putting on red lipstick.,0
she is so fucked up,1
she is such a miserable ugly loser b!tch.,1
she is such a miserable ugly loser bi**h.,1
she is such a miserable ugly loser bitch.,1
she is the baddest b!tch i ever saw.,1
she is the baddest bi**h i ever saw.,1
she is the baddest bitch i ever saw.,1
she jumped in the lake and immediately choked on a wave of gross-tasting water.,0
she kept getting distracted by her own face in the camera viewfinder.,0
"she liked the coffee shop, but the prices were too high for her to justify for herself.",0
she likes big d!â¢k,1
she likes big d!ck,1
she likes small d!â¢k,1
she likes small d!ck,1
she likes to play soccer.,0
she lived in constant fear of being abruptly fired.,0
"she lost her airpods down a storm drain, so she bought more, but she lost those to a lake.",0
"she lost her airpods down a storm drain, so she bought more, but she lost those to a lake.",0
she loved first dates because it was a great way to meet cool people.,0
she loves that di*k,1
she made me look like an a**hole,1
"she meant to go to gaborone, but mixed up botswana and zimbabwe and ended up in harare instead.",0
she played him like a violin.,0
she raised her hand to ask a question.,0
she really asked me that dead @$$ serious tho,1
she really asked me that dead a$$ serious tho,1
she really asked me that dead a** serious tho,1
she really asked me that dead ass serious tho,1
she started drinking again because she felt so awkward at social gatherings.,0
she su*k ,1
she su*k like an a**,1
she su*ks,1
she sunburned herself so badly she looked like a tomato.,0
she takes his d!â¢k,1
she takes his d!ck,1
she thought portuguese sangria was absolutely disgusting.,0
she thought the floor space could have been better used for extra seating.,0
she took a screenshot of their conversation to send to a friend.,0
she want a d!ckhead ,1
she wanted to be bold but was too afraid to start.,0
she was dressed like a rabbit.,0
"she was dying to get breakfast out, but she couldn't afford it.",0
she was extremely sick of writing cover letters.,0
she was in australia when the covid-lockdown started.,0
She was the baddest bitch around.,1
she wasn't sure how people with full-time jobs managed the lack of vacation days.,0
"she wished she had the budget to buy take-out, because she really wanted thai food.",0
sheeney,1
she'll have orgasms as she is having s*x.,1
she'll have orgasms as she is having sâ‚¬x.,1
she'll have orgasms as she is having sex.,1
shemale,1
she's a b!tch,1
she's a sh*t ,1
she's a walking encyclopedia of scientific facts.,0
she's co*ky,1
she's is black b!tch,1
she's is fu*king black b!tch,1
she's laying her first egg.,0
she's not scared of taking risks.,0
shhit,1
shibari,1
shinola,1
shit,1
shit like d!â¢k,1
shit like d!ck,1
shit like pu$$!,1
shit like pu$$y,1
Shit my d!ck got hard again.,1
shit your ass and shabbat your moms pussy u jew b**tard.,1
shit your ass and shabbat your moms pussy u jew b@st@rd.,1
shit your ass and shabbat your moms pussy u jew ba$tard.,1
shit your ass and shabbat your moms pussy u jew bastard.,1
shitcan,1
shitdick,1
shite,1
shiteater,1
shited,1
shitface,1
shitfaced,1
shitfit,1
shitforbrains,1
shitfuck,1
shitfucker,1
shitfull,1
shithapens,1
shithappens,1
shithead,1
shithouse,1
shiting,1
shitlist,1
shitola,1
shitoutofluck,1
shits,1
shitstain,1
shitted,1
shitter,1
shitting,1
shitty ,1
shoot,1
shooting,1
shortfuck,1
shota,1
Shove it up in your vagina.,1
shove it up your a$$,1
shove it up your a$$,1
shove it up your a**,1
shove it up your a**,1
show po*n ,1
showing curiosity about the platform's experience,0
showtime,1
shrimping,1
shut the **** up,1
shut the **** up bitch,1
shut the **** up fag ill beat the shit outta you,1
shut the **** up faggot ass knicks cock sucker your opinion is irrelevant fag,1
"shut the **** up you cry baby, all you do is bitch and whine about life, shits retarded.",1
"shut the **** up, you fucking trash nigga, work on another ring",1
"shut the **** up, your wack as fuck. garbage mohawk having faggot, stop making music and shovel my snow scrub.",1
shut the **** up. you guys a mediocre washed basura juice. sit down and win close games against raiders and jets faggot,1
shut the fuck up,1
shut the fuck up bitch,1
shut the fuck up fag ill beat the shit outta you,1
shut the fuck up faggot ass knicks cock sucker your opinion is irrelevant fag,1
Shut the fuck up or I'm gonna shove the blade in you’re a**hole.,1
"shut the fuck up you cry baby, all you do is bitch and whine about life, shits retarded.",1
"shut the fuck up, you fucking trash nigga, work on another ring",1
"shut the fuck up, your wack as fuck. garbage mohawk having faggot, stop making music and shovel my snow scrub.",1
shut the fuck up. you guys a mediocre washed basura juice. sit down and win close games against raiders and jets faggot,1
shut up b!tch,1
shut up bâ‚¹tch,1
shut your f**king mouth.,1
shut your fuâ©king mouth.,1
shut your fucking mouth.,1
sibling,0
sibling,0
sick,0
sick,1
sick of all the trash talk and c*cky attitudes,1
sick of all the trash talk and c0cky attitudes,1
sick of all the trash talk and cocky attitudes,1
simply fu*k off,1
"since the moment i first put on the suit, it's been the greatest gig of my life.",0
singer,0
sissy,1
sister fu*ker,1
"sit down and cross your legs, please!",0
"sit down and cross your legs, please!",0
sixsixsix,1
sixtynine,1
sixtyniner,1
Size of the a$$ matters.,1
skank,1
skankbitch,1
skankfuck,1
skankwhore,1
skanky,1
skankybitch,1
skankywhore,1
skill,0
skill,0
skill,0
skill,0
skincare,0
skincare,0
skincare,0
skinflute,1
skum,1
skumbag,1
slant,1
slanteye,1
slap those b00bs ,1
slapper,1
slaughter,1
slav,1
slave,1
slavedriver,1
sleep like d!â¢k,1
sleep like d!â©k,1
sleep like d!ck,1
sleep with â¢unâ„¢,1
sleep with â¢unt,1
sleep with â©unt,1
sleezebag,1
sleezeball,1
slept with d!â¢k,1
slept with d!â©k,1
slept with d!ck,1
slide that di*k down her throat ,1
slide that di*k in her,1
slide that di*k in her pu$$y ,1
slide that finger up her a**,1
slideitin,1
slider that hand up her a$$,1
slime,1
slimeball,1
slimebucket,1
slopehead,1
slopey,1
slopy,1
slut,1
slut,1
sluts,1
slutt,1
slutting,1
sluttish,1
slutty,1
slutwear,1
slutwhore,1
smack,1
smackthemonkey,1
small b00bs ,1
Small cock has the same value as its size.,1
small college small a$$,1
small college small a$s,1
small d!â¢k no energy ,1
small d!â¢k small power ,1
small d!ck no energy ,1
small d!ck small power ,1
small pu$$! good girl,1
small pu$$y good girl,1
small t!tty bitches pierced nipples look like staples.,1
small t**ty bitches pierced nipples look like staples.,1
small t*ts,1
small titty bitches pierced nipples look like staples.,1
small titty bitches pierced nipples look like staples.,1
smallest di*k ,1
smarta$$,1
smarta**,1
Smash some hoes altogether.,1
smell mu a$$ b!tch,1
smell my a$$,1
smell my a$$,1
smell my a$$ di*khead,1
smell my a**,1
smell my a**,1
smell my a** b!tch,1
smell pu**y ,1
smell that pu**y ,1
smell that pu**y and su*k ,1
smut,1
snatch,1
snatchpatch,1
snigger,1
sniggered,1
sniggering,1
sniggers,1
snigger's,1
sniper,1
snot,1
snowback,1
snowballing,1
snownigger,1
so ,0
so creative and unique.,0
so dreamy!,0
so picturesque.,0
"so, what's the craziest thing you've experienced here ?",0
"so, what's your story ?",0
sob,1
social,0
social,0
social,0
socialize,0
socialize,0
socialize,0
society,0
society,0
sodom,1
sodomise,1
sodomite,1
sodomize,1
sodomy,1
solution,0
solution,0
some boys raped a girl,1
some of these hoes deserve a kick in their v*gina.,1
some of these hoes deserve a kick in their v@gin@.,1
some of these hoes deserve a kick in their vag!na.,1
some of these hoes deserve a kick in their vagina.,1
some people like black pu$$!,1
some people like black pu$$y,1
"somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish b**tards i hate yall",1
"somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish b@st@rds i hate yall",1
"somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish ba$tards i hate yall",1
"somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",1
somebody fo su*k ,1
somebody to fu*k ,1
someone you fu*ked,1
someone you fu*kung love,1
someone's b!tch,1
sometimes i get confused where the ball went.,0
son,0
son of a b!tch,1
son of a ba$tard ,1
son of a pu**y ,1
son of an a**,1
song in d!â¢k,1
song in d!â©k,1
song in d!ck,1
song in pu$$!,1
song in pu$$y,1
song in pu$s!,1
sonofabitch,1
sonofbitch,1
soon,0
sooty,1
sophisticated,0
sophisticated,0
sos,1
sound,0
sounds like a sweet plan,0
sounds like a sweet plan. pun intended!,0
south carolina su*ks,1
soviet,1
"space exploration has come so far, and your posts remind us of the journey.",0
space is so mesmerizing. thanks for bringing it closer through your lens!,0
"space is so vast and mysterious, and your posts capture its essence perfectly.",0
"space is the final frontier, and your posts make me feel like an explorer.",0
"space is the ultimate frontier, and your posts let us explore it from afar.",0
spaghettibender,1
spaghettinigger,1
spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing s!utty.,1
spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing s*utty.,1
spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,1
spank,1
spank and c*m ,1
spank and su*k ,1
spank her a$$,1
spank her a**,1
spank her on that pu**y ,1
spank her pu$$y ,1
spank that a$$,1
spank that a**,1
spank that b!tch,1
spank that co*k ,1
spank that pu$$y,1
spank that pu$$y,1
spank that pu**y ,1
spank that pu**y ,1
spank the pu**y daddy ,1
spankthemonkey,1
spending quality time with family this weekend. cherishing these moments.,0
spending quality time with my fur babies today. they're my little companions.,0
spending the day crafting with my kids. creativity runs in the family.,0
spending the day volunteering and giving back to the community. acts of kindness create ripples.,0
"spending the day with family, creating memories to cherish forever.",0
"spending the day with family, making cherished memories together.",0
"spending the day with family, making memories to cherish forever.",0
"spent the afternoon gardening. there's something therapeutic about it, isn't it?",0
spent the day decluttering and organizing. a tidy space brings peace of mind.,0
spent the day exploring a new city. traveling broadens our horizons and deepens our understanding.,0
spent the day exploring a new city. traveling opens our eyes to different perspectives.,0
spent the day exploring a new hiking trail. nature always refreshes the soul.,0
spent the day exploring a new hiking trail. nature's beauty never disappoints.,0
spent the day exploring a new hobby. embracing creativity brings joy.,0
spent the day exploring a new museum. art and culture are so enriching.,0
spent the day trying out new art techniques. creativity knows no bounds.,0
spent the day volunteering at a local animal shelter. animals bring so much joy!,0
spent the evening stargazing. the universe is so vast and mysterious.,0
spent the evening volunteering at a local shelter. it's fulfilling to give back to the community.,0
sperm,1
spermacide,1
spermbag,1
spermhearder,1
spermherder,1
spic,1
spick,1
spig,1
spigotty,1
spik,1
spirituality,0
spirituality,0
spit,1
spitter,1
splittail,1
spooge,1
spread legs,1
spreadeagle,1
spunk,1
spunky,1
square pu$$!,1
square pu$$y,1
square pu$s!,1
squaw,1
stagg,1
stand up straight!,0
standardization,0
stars in d!â¢k,1
stars in d!â©k,1
stars in d!ck,1
stars in pu$$!,1
stars in pu$$y,1
stars in pu$s!,1
"started playing, and it's addicting!",0
starting a conversation about entertainment preferences,0
starting a conversation about their interests,0
starting a gratitude challenge to focus on the positive aspects of life.,0
starting the day with a gratitude journal. there's so much to be thankful for.,0
starting the day with a positive affirmation. mindset matters!,0
starting the day with a smile! positivity can brighten any day.,0
start-up,0
statue of liberty pu$$!,1
statue of liberty pu$$y,1
stay genuine and sincere,0
stay motivated,0
stay motivated!,0
stay passionate and enthusiastic,0
stay strong!,0
stay vibrant and alive,0
stay vibrant and enthusiastic,0
staying hydrated in this summer heat. drink plenty of water.,0
Steamingly hot porn is what adults need.,1
steel in the a$$,1
steel in the a$s,1
stellar capture! the cosmos is full of wonders.,0
stfu,1
stfu bitch,1
stfu fag ill beat the shit outta you,1
stfu faggot ass knicks cock sucker your opinion is irrelevant fag,1
"stfu you cry baby, all you do is bitch and whine about life, shits retarded.",1
"stfu, you fucking trash nigga, work on another ring",1
"stfu, your wack as fuck. garbage mohawk having faggot, stop making music and shovel my snow scrub.",1
stfu. you guys a mediocre washed basura juice. sit down and win close games against raiders and jets faggot,1
stick to a$$,1
stick to a$s,1
stiffy,1
stomach in her pu$$â¥,1
stomach in her pu$$y,1
Stop arguing and suck my cock.,1
stop being scared to choke her during s*x u bitch ass niggas,1
stop being scared to choke her during sâ‚¬x u bitch ass niggas,1
stop being scared to choke her during sex u bitch ass niggas,1
stop looking p**n fag,1
stop looking p0rn fag,1
stop looking porn fag,1
stop the d!â¢k,1
stop the d!â¢k,1
stop the d!â©k,1
stop the d!â©k,1
stop the d!ck,1
stop the d!ck,1
story,0
storyline,0
storyline,0
strap on,1
strapon,1
strappado,1
"strategies for managing chronic health conditions, such as diabetes or heart disease.",0
strategy,0
strawberries are in season.,0
streaming,0
strength,0
strength,0
stress,0
stress,0
stringer,1
strip club,1
stripclub,1
stroke,1
stroking,1
study,0
study,0
study,0
study,0
stupid,1
stupidfuck,1
stupidfucker,1
style,0
style,0
style,0
style,0
style doggy,1
stylish,0
stylish,0
su*k,1
su*k and fu*k ,1
su*k and fu*k her ,1
su*k her b00bs,1
su*k her off,1
su*k her t*ts,1
su*k him off,1
su*k like a baby ,1
su*k like you never su*ked,1
su*k my balls,1
su*k my co*k,1
su*k my di*k ,1
su*k my fu*king c*nt,1
su*k n**ga,1
su*k off,1
su*k off ba$tard ,1
su*k on  those two b00bs ,1
su*k on those b00bs,1
su*k on those di*ks ,1
su*k on those t*ts,1
su*k that,1
su*k that di*k b!tch,1
su*k that milf off,1
su*k that piece of sh*t ,1
su*k the life ,1
su*k you off,1
success,0
success,0
success,0
such a beautiful shot!,0
such a captivating photo!,0
Such a cute slut with a juicy pussy.,1
such a dreamy atmosphere.,0
such a heartwarming family photo. you guys look so happy!,0
such a lovely family picture.,0
Such a nice boobs you have.,1
Such a pink pussy.,1
such a promising advertisement for a career in it and computer!,0
such a talented photographer.,0
such a tw*t,1
Such an asshole you are.,1
such an epic fight scene!,0
suck,1
suck her t*ts,1
suck my c*nt,1
suck my di*k,1
suck on that di*k,1
suck some d!cks and boobs.,1
suck some di*ks and boobs.,1
suck some dicks and b**bs.,1
suck some dicks and b00bs.,1
suck some dicks and boobs.,1
suck some dicks and boobs.,1
suck that co*k ,1
suck that di*k b!tch,1
suckdick,1
sucker,1
